label,text,cleaned_text
neutral,"After completion of the acquisition , Poyry 's oil and gas expertise will cover multi-discipline engineering and consulting services across the complete oil and gas asset lifecycle , including deepwater engineering services .",complet acquisit poyri oil gas expertis cover multidisciplin engin consult servic across complet oil gas asset lifecycl includ deepwat engin servic
neutral,"After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper .",restructur upm averag paper machin capac europ ton short ton coat magazin paper ton short ton coat fine paper
neutral,"After the transaction , M-real will own 30 % in Metsa-Botnia and UPM -- 17 % .",transact mreal metsabotnia upm
neutral,"After the transaction , Tikkurila has no powder coatings related operations .",transact tikkurila powder coat relat oper
neutral,"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 23.4.2007 Ahlstrom Corporation will publish its first quarter financial results 2007 on Friday , April 27 , 2007 approximately at 8.30 a.m. Finnish time .",ahlstrom corpor stock exchang announc ahlstrom corpor publish first quarter financi result friday april approxim finnish time
neutral,"AHMS will also offer Hotel and Hotel Project Consultancy , Management Services , Brand Franchise , Training and Sales and Marketing services on a pan-India basis .",ahm also offer hotel hotel project consult manag servic brand franchis train sale market servic panindia basi
neutral,Aktia forecasts Finland 's inflation at 1.1 % in 2010 .,aktia forecast finland inflat
neutral,Aldata noted that its Voice Supply Chain Technology approach enables VDW to integrate with warehouse management systems .,aldata note voic suppli chain technolog approach enabl vdw integr warehous manag system
neutral,"Aldata Solution Oyj Stock Exchange Release 11 August 2006 , at 11.00 am ALDATA SHARES SUBSCRIBED FOR WITH 2003 STOCK OPTIONS A total of 95,000 new shares of Aldata Solution Oyj have been subscribed for with the company 's 2003A stock options .",aldata solut oyj stock exchang releas august aldata share subscrib stock option total new share aldata solut oyj subscrib compani stock option
neutral,"ALEXANDRIA , Va. , Dec. 17 -- Reijo Salovaara , Nastola , Finland , has developed a veneer cutter .",alexandria va dec reijo salovaara nastola finland develop veneer cutter
neutral,"ALEXANDRIA , Va. , Dec. 19 -- United States Patent no. 7,853,620 , issued on Dec. 14 , was assigned to Nokia Corp. ( Espoo , Finland ) .",alexandria va dec unit state patent issu dec assign nokia corp espoo finland
neutral,"ALEXANDRIA , Va. , Dec. 22 -- United States Patent no. 7,854,608 , issued on Dec. 21 , was assigned to Outotec Oyj ( Espoo , Finland ) .",alexandria va dec unit state patent issu dec assign outotec oyj espoo finland
neutral,"ALEXANDRIA , Va. , Jan. 9 -- United States Patent no. 7,862,685 , issued on Jan. 4 , was assigned to Kemira Chemicals Inc. ( Marietta , Ga. ) .",alexandria va jan unit state patent issu jan assign kemira chemic inc marietta ga
neutral,"ALEXANDRIA , Va. , March 15 -- Jaakko Vilo of Turku , Finland , has developed a panel press .",alexandria va march jaakko vilo turku finland develop panel press
neutral,"ALEXANDRIA , Va. , May 23 -- Matti Harkonen and Pentti Sipponen , both of Espoo , Finland , Osmo Suovaniemi of Helsinki , Finland , and Tapani Tiusanen of Vantaa , Finland , have developed a paper web press device .",alexandria va may matti harkonen pentti sipponen espoo finland osmo suovaniemi helsinki finland tapani tiusanen vantaa finland develop paper web press devic
neutral,"ALEXANDRIA , Va. , Oct. 23 -- Hans-Otto Scheck of Espoo , Finland , has developed a method of identifying remote radio units in a communication system .",alexandria va oct hansotto scheck espoo finland develop method identifi remot radio unit communic system
neutral,"ALEXANDRIA , Va. , Oct. 6 -- United States Patent no. 7,804,288 , issued on Sept. 28 , was assigned to Vacon Oyj ( Vaasa , Finland ) .",alexandria va oct unit state patent issu sept assign vacon oyj vaasa finland
neutral,"Alma Media Corporation Press Release 15 March 2010 TYRVAAN SANOMAT AND PAIKALLISSANOMAT BEING BOUGHT BY SUOMEN PAIKALLISSANOMAT Two local papers , Tyrvaan Sanomat and Paikallissanomat , appearing in Sastamala and its neighbouring municipalities , are to be bought by Suomen Paikallissanomat Oy .",alma medium corpor press releas march tyrvaan sanomat paikallissanomat bought suomen paikallissanomat two local paper tyrvaan sanomat paikallissanomat appear sastamala neighbour municip bought suomen paikallissanomat oy
neutral,"Alma Media Corporation PRESS RELEASE March 25 , 2010 TYRV+_+_N SANOMAT PURCHASE CONFIRMED The business operations of Tyrv+Æ+Æn Sanomat Oy will be transferred to Suomen Paikallissanomat Oy .",alma medium corpor press releas march tyrv__n sanomat purchas confirm busi oper tyrvææn sanomat oy transfer suomen paikallissanomat oy
neutral,"Also Finnish Industry Investment , a government-owned investment company , will participate in the project .",also finnish industri invest governmentown invest compani particip project
