label,text,cleaned_text,topic,topic_name
neutral,The contract covers new energy-efficient AC drives that have been designed in cooperation between the companies .,contract cover new energyefficient ac drive designed cooperation company,55,includes
neutral,"The Costanza light , with an aluminum base and washable shade , comes in white , pistachio , orange , blue and red .",costanza light aluminum base washable shade come white pistachio orange blue red,8,fiskars
positive,The energy-efficient data center will be built by combining an effective energy solution with state-of-the-art technology .,energyefficient data center built combining effective energy solution stateoftheart technology,-1,Outlier
neutral,"The familiar blue , white , and red HK seal has received a more authentic look .",familiar blue white red hk seal received authentic look,8,fiskars
negative,The Finnish daily Kauppalehti surmises that Finnish supplier Rautaruukki has raised its prices above Aker 's comfort zone .,finnish daily kauppalehti surmise finnish supplier rautaruukki raised price aker comfort zone,-1,Outlier
neutral,"The method utilises waterborne Ultra products , giving protection to wooden surfaces in an industrial painting process whereby two layers of top coat are applied on exterior wooden panels and boards without a separate primer .",method utilises waterborne ultra product giving protection wooden surface industrial painting process whereby two layer top coat applied exterior wooden panel board without separate primer,-1,Outlier
neutral,"The most popular paper by far was Kesko 's loyal customer magazine Pirkka with 2,462,000 readers .",popular paper far kesko loyal customer magazine pirkka NUM reader,-1,Outlier
neutral,"The process , technology , project management , basic engineering and quality assurance within Forest Industry will be consolidated in Vantaa , southern Finland .",process technology project management basic engineering quality assurance within forest industry consolidated vantaa southern finland,-1,Outlier
neutral,The smaller molecules improve the grip of the tyre at top-speed driving .,smaller molecule improve grip tyre topspeed driving,96,tyres
positive,The social plan negotiations were part of the three year turn-around program which is expected to ensure Salomon 's future competitiveness .,social plan negotiation part three year turnaround program expected ensure salomon future competitiveness,2,people
neutral,"The tests , conducted at Nokia Siemens ' LTE center of competence in Espoo , Finland , follow the company 's production start of LTE-ready Flexi Multiradio Base Stations for the 800 MHz band in April 2010 , and complement earlier tests with Nokia on the 2100 MHz and 2600 MHz bands .",test conducted nokia siemens lte center competence espoo finland follow company production start lteready flexi multiradio base station NUM mhz band april NUM complement earlier test nokia NUM mhz NUM mhz band,0,nokia
neutral,The tool is a patent pending design that allows consumers to lay out their entire project on a removable plate using multiple clear stamps of any kind .,tool patent pending design allows consumer lay entire project removable plate using multiple clear stamp kind,61,patent
neutral,The use case dramatically narrows if you go only with the hot s Ltd.,use case dramatically narrow go hot ltd,1,our
neutral,"The vessels also have to be environmentally friendly , fast , and have all modern conveniences .",vessel also environmentally friendly fast modern convenience,65,vessels
neutral,"Thus , SysOpen Digia has , in accordance with Chapter 14 Section 21 of the Finnish Companies Act 29.9.1978 - 734 , obtained title to all the shares of Sentera that are to be redeemed .",thus sysopen digia accordance chapter NUM section NUM finnish company act NUMNUM NUM obtained title share sentera redeemed,0,nokia
neutral,Today the orange scissors are the iconic symbol of the excellent ergonomic design and superior quality associated with every product from Fiskars .,today orange scissors iconic symbol excellent ergonomic design superior quality associated every product fiskars,8,fiskars
neutral,"We have sound experience of project deliveries for large multi-purpose complexes and sports arenas '' , says Sami Eronen , SVP , Infrastructure and Northern Europe , Ruukki Construction .",sound experience project delivery large multipurpose complex sport arena say sami eronen svp infrastructure northern europe ruukki construction,4,sq
